census_tract,county,race_ethnicity,action_taken,rate_spread
13089021208,DeKalb,Unknown or other,1,-0.473
13089023429,DeKalb,Black,3,
13121011650,Fulton,White,1,0.268
13067030334,Cobb,White,1,
13089022302,DeKalb,White,1,
13135050463,Gwinnett,Asian,1,
13067030337,Cobb,White,1,
13057090906,Cherokee,White,1,
13121008909,Fulton,White,1,
13089021405,DeKalb,White,1,
13067031207,Cobb,White,1,
13121009700,Fulton,White,1,
13121011421,Fulton,Asian,1,-0.174
13057090303,Cherokee,Hispanic,3,
13089023433,DeKalb,Black,1,0.237
13135050583,Gwinnett,White,3,
13057090705,Cherokee,White,1,-0.249
13067031315,Cobb,Black,1,0.062
13113140403,Fayette,Unknown or other,1,-0.848
13121011422,Fulton,White,1,
13067031510,Cobb,White,1,
13113140210,Fayette,Asian,1,
13067031308,Cobb,Black,1,
13067030604,Cobb,White,1,
13089021213,DeKalb,White,1,
13089021103,DeKalb,White,1,
13121005300,Fulton,White,1,
13067030335,Cobb,White,1,
13067030353,Cobb,White,1,
13067030269,Cobb,White,1,
13121010005,Fulton,White,1,
13067030268,Cobb,White,1,
13121011513,Fulton,White,1,
13057090810,Cherokee,White,1,
13089021910,DeKalb,White,1,
13089020902,DeKalb,White,1,
13121008909,Fulton,White,1,
13121010132,Fulton,White,1,
13089021505,DeKalb,White,1,
13121011638,Fulton,White,1,
13089021708,DeKalb,Unknown or other,1,
13121010537,Fulton,Black,1,-0.278
13117130602,Forsyth,Asian,1,-0.65
13121007805,Fulton,Black,1,0.474
13067030269,Cobb,Black,3,
13057090806,Cherokee,White,1,1.239
13135050105,Gwinnett,Asian,1,-0.492
13121001302,Fulton,Unknown or other,1,-0.544
13113140410,Fayette,Black,1,-0.882
13057090201,Cherokee,White,1,0.241
13117130409,Forsyth,White,1,
13067030248,Cobb,White,1,-0.942
13067031414,Cobb,White,1,
13135050617,Gwinnett,White,1,
13057090911,Cherokee,White,1,
13067031116,Cobb,Black,1,-0.795
13057090606,Cherokee,White,1,-0.417
13135050625,Gwinnett,Unknown or other,1,0.094
13135050120,Gwinnett,White,1,-0.039
13117130301,Forsyth,Asian,1,-0.141
13067030259,Cobb,White,1,-0.591
13121000501,Fulton,Unknown or other,1,-0.013
13151070125,Henry,White,1,0.758
13067031114,Cobb,White,1,0.439
13067031412,Cobb,Black,1,-0.513
13067031117,Cobb,Black,1,-0.103
13117130613,Forsyth,Asian,1,0.14
13089020100,DeKalb,Unknown or other,1,-0.432
13117130609,Forsyth,Asian,1,0.043
13121009104,Fulton,Black,1,0.558
13089021708,DeKalb,White,1,0.524
13117130503,Forsyth,White,1,-0.677
13151070322,Henry,Unknown or other,1,-0.371
13135050530,Gwinnett,Black,1,0.472
13135050630,Gwinnett,White,1,-0.1
13121003100,Fulton,White,1,-0.271
13067030349,Cobb,Black,1,-0.174
13057090507,Cherokee,White,1,0.18
13067030603,Cobb,Black,1,0.056
13135050115,Gwinnett,Asian,1,0.084
13121002400,Fulton,Black,1,-0.955
13135050242,Gwinnett,Unknown or other,1,0.348
13135050231,Gwinnett,White,1,0.101
13067030248,Cobb,White,1,0.295
13135050551,Gwinnett,Asian,1,-0.263
13113140307,Fayette,White,1,-0.571
13089021502,DeKalb,Hispanic,1,0.143
13135050619,Gwinnett,Hispanic,1,0.245
13067030350,Cobb,White,1,0.204
13121010601,Fulton,Unknown or other,3,
13089020902,DeKalb,White,1,-0.386
13089023426,DeKalb,Black,1,0.047
13121010307,Fulton,Black,1,-0.196
13151070503,Henry,Black,1,0.205
13121010520,Fulton,Black,1,0.035
13121009202,Fulton,White,1,-0.189
13067031120,Cobb,White,1,0.787
13057090911,Cherokee,White,1,
13067030107,Cobb,White,1,
13121005300,Fulton,White,1,
13121011654,Fulton,White,1,
13121010136,Fulton,White,1,
13247060317,Rockdale,Black,1,0.555
13121002500,Fulton,Unknown or other,1,1.042
13121010306,Fulton,Black,1,0.998
13121011647,Fulton,White,1,-1.105
13135050571,Gwinnett,Black,1,1
13089023505,DeKalb,White,1,0.459
13057090709,Cherokee,Asian,3,
13063040637,Clayton,Unknown or other,1,0.136
13057090303,Cherokee,White,1,0.216
13089022100,DeKalb,Black,3,
13117130610,Forsyth,Asian,1,-0.345
13067031122,Cobb,Black,1,0.402
13067030408,Cobb,White,1,-0.515
13067031119,Cobb,White,1,0.032
13121011646,Fulton,Asian,1,-0.416
13089023329,DeKalb,Black,1,0.05
13151070410,Henry,Black,1,-0.047
13089022302,DeKalb,Unknown or other,1,-0.295
13151070410,Henry,Unknown or other,1,0.461
13089023319,DeKalb,Unknown or other,1,-0.445
13121007603,Fulton,White,1,0.304
13151070407,Henry,Unknown or other,1,0.297
13089022303,DeKalb,White,1,0.729
13121009104,Fulton,White,1,0.361
13135050625,Gwinnett,Unknown or other,1,0.503
13067031314,Cobb,Black,1,0.599
13089023445,DeKalb,White,1,0.28
13063040625,Clayton,Black,1,0.415
13089020600,DeKalb,White,1,0.603
13135050737,Gwinnett,Black,1,0.999
13063040606,Clayton,Unknown or other,1,0.471
13151070503,Henry,Black,1,-0.068
13089022005,DeKalb,White,1,0.231
13121010309,Fulton,Black,1,1.282
13121007711,Fulton,Black,1,-0.42
13121010531,Fulton,Unknown or other,1,0.674
13121010531,Fulton,Black,1,-0.635
13121010531,Fulton,Black,1,-0.079
13151070407,Henry,Unknown or other,1,-1.932
13121001400,Fulton,White,1,0.288
13113140410,Fayette,Asian,1,-0.354
13135050577,Gwinnett,Black,1,0.281
13089020400,DeKalb,White,1,0.467
13089023443,DeKalb,Black,1,1.59
13135050735,Gwinnett,Black,1,-0.018
13121007001,Fulton,White,1,0.325
13135050626,Gwinnett,Asian,1,-0.208
13151070503,Henry,Black,1,0.433
13121010309,Fulton,Black,1,1.264
13151070322,Henry,Black,1,0.881
13135050631,Gwinnett,Unknown or other,1,0.826
13121008301,Fulton,Unknown or other,1,1.163
13121010519,Fulton,Unknown or other,1,0.244
13067030907,Cobb,White,1,-0.308
13121000501,Fulton,Black,1,0.864
13121010531,Fulton,Unknown or other,1,0.535
13121010221,Fulton,White,1,0.28
13067031306,Cobb,White,1,0.499
13113140404,Fayette,Black,1,0.055
13089023426,DeKalb,Black,1,0.919
13067030912,Cobb,White,1,0.306
13121009411,Fulton,White,1,1.215
13113140406,Fayette,Hispanic,1,1.858
13089022900,DeKalb,White,1,0.72
13151070204,Henry,Black,1,0.196
13151070503,Henry,Unknown or other,1,0.609
13121010401,Fulton,Black,1,0.609
13121010306,Fulton,Black,1,0.226
13121005300,Fulton,White,1,0.332
13089020200,DeKalb,White,1,-0.311
13121000400,Fulton,White,1,0.39
13067031323,Cobb,Unknown or other,1,0.058
13121010308,Fulton,Black,1,0.477
13151070307,Henry,Black,1,-0.327
13113140204,Fayette,White,1,0.668
13135050744,Gwinnett,Unknown or other,1,0.864
13151070313,Henry,Black,1,-0.064
13097080405,Douglas,Black,1,0.044
13097080514,Douglas,Black,1,-0.546
13135050744,Gwinnett,Black,1,0.862
13121002500,Fulton,Black,1,0.805
13097080507,Douglas,Unknown or other,1,0.564
13089023507,DeKalb,Unknown or other,1,0.251
13135050621,Gwinnett,Unknown or other,1,0.324
13151070407,Henry,Unknown or other,1,-0.125
13113140406,Fayette,Black,1,0.193
13121010603,Fulton,Black,1,0.148
13063040509,Clayton,Black,1,0.957
13067030254,Cobb,White,1,0.541
13089020901,DeKalb,Unknown or other,1,0.599
13121011307,Fulton,Black,1,0.205
13067031111,Cobb,White,1,0.578
13247060406,Rockdale,Black,1,-0.468
13063040606,Clayton,Unknown or other,1,0.183
13121010306,Fulton,Black,1,-1.091
13057090505,Cherokee,Black,1,0.582
13089023328,DeKalb,Black,1,0.933
13121005300,Fulton,Unknown or other,1,0.404
13089022100,DeKalb,White,1,0.275
13135050735,Gwinnett,Black,1,-0.327
13151070503,Henry,Black,1,0.518
13097080403,Douglas,Black,1,0.757
13057091108,Cherokee,White,1,-0.239
13067030604,Cobb,Asian,1,0.455
13121008903,Fulton,Unknown or other,1,1.014
13135050634,Gwinnett,Hispanic,3,
13135050586,Gwinnett,Black,3,
13089023442,DeKalb,Black,1,0.917
13089023329,DeKalb,Black,3,
13089023413,DeKalb,Hispanic,1,1.31
13151070124,Henry,Unknown or other,3,
13135050616,Gwinnett,Hispanic,3,
13113140501,Fayette,White,1,0.428
13063040630,Clayton,Hispanic,1,-0.119
13121010522,Fulton,Black,1,0.371
13063040410,Clayton,Black,1,1.286
13057090807,Cherokee,White,1,0.065
13089022100,DeKalb,Black,1,0.628
13089021226,DeKalb,White,1,-0.112
13113140303,Fayette,White,1,0.557
13151070208,Henry,White,3,
13089021505,DeKalb,White,1,0.4
13135050556,Gwinnett,Asian,1,-0.035
13247060101,Rockdale,White,1,0.114
13135050617,Gwinnett,Unknown or other,1,0.432
13089020400,DeKalb,White,1,-0.007
13067030359,Cobb,White,1,0.293
13067030910,Cobb,Black,3,
13121010801,Fulton,White,1,1.446
13135050113,Gwinnett,Black,3,
13067030337,Cobb,White,1,0.228
13089023331,DeKalb,Black,1,0.28
13135050244,Gwinnett,Black,1,0.928
13121010517,Fulton,Black,1,0.271
13063040606,Clayton,Black,1,1.243
13151070314,Henry,Black,1,0.691
13063040527,Clayton,Black,1,0.794
13151070307,Henry,White,1,0.322
13135050617,Gwinnett,Asian,1,-0.323
13121011505,Fulton,White,1,-0.415
13247060318,Rockdale,White,1,0.595
13067030113,Cobb,Unknown or other,1,0.384
13151070325,Henry,White,1,-0.083
13135050732,Gwinnett,Unknown or other,1,1.726
13063040606,Clayton,Black,1,0.03
13121008909,Fulton,White,1,0.138
13121010306,Fulton,Black,1,0.004
13089023443,DeKalb,White,1,0.506
13089023413,DeKalb,Unknown or other,1,0.195
13121006300,Fulton,White,1,1.852
13121001302,Fulton,White,1,0.605
13089023113,DeKalb,White,1,0.524
13089023000,DeKalb,White,1,0.297
13121005504,Fulton,White,1,-0.321
13089021822,DeKalb,White,1,0.635
13089021307,DeKalb,White,1,0.779
13121004000,Fulton,Unknown or other,1,0.797
13089021812,DeKalb,White,1,0.855
13121007810,Fulton,White,1,2.552
13089023317,DeKalb,Black,1,0.824
13121011202,Fulton,Black,1,0.178
13057090809,Cherokee,White,1,-0.054
13057090912,Cherokee,Unknown or other,1,0.201
13121008802,Fulton,Unknown or other,1,0.342
13089023602,DeKalb,Black,1,0.701
13135050582,Gwinnett,White,1,0.526
13121006900,Fulton,Black,1,0.126
13089020300,DeKalb,White,1,-0.313
13089023803,DeKalb,White,1,0.119
13121005300,Fulton,White,1,0.474
13089021213,DeKalb,White,1,0.165
13067031120,Cobb,Unknown or other,1,0.094
13089021405,DeKalb,White,1,0.045
13067030332,Cobb,White,1,1.6
13089022700,DeKalb,White,1,0.212
13089021914,DeKalb,White,1,0.048
13089022205,DeKalb,White,1,-0.062
13121011301,Fulton,White,1,0.19
13067031119,Cobb,Black,1,0.27
13089021808,DeKalb,White,1,0.586
13121005000,Fulton,White,1,-0.265
13089020700,DeKalb,Unknown or other,1,-0.805
13121003100,Fulton,White,1,0.024
13135050427,Gwinnett,Black,1,-0.342
13121008905,Fulton,White,3,
13089023222,DeKalb,Black,3,
13089020600,DeKalb,Black,1,1.082
13121006100,Fulton,Unknown or other,1,0.383
13067030334,Cobb,White,1,-0.235
13089021710,DeKalb,White,1,0.152
13117130508,Forsyth,Asian,1,-0.256
13067030351,Cobb,White,1,-0.462
13121007708,Fulton,Black,1,-0.602
13121009105,Fulton,White,3,
13135050336,Gwinnett,White,1,-0.25
13135050243,Gwinnett,Asian,1,-0.122
13121011438,Fulton,Unknown or other,1,-0.717
13121009803,Fulton,Unknown or other,1,-1.143
13121009002,Fulton,White,1,0.639
13067030327,Cobb,Asian,1,-0.145
13121003000,Fulton,Unknown or other,1,-1.143
13121009700,Fulton,White,1,-1.153
13057090809,Cherokee,Asian,1,0.235
13117130304,Forsyth,Asian,1,-0.243
13089021416,DeKalb,Unknown or other,1,0.614
13067030407,Cobb,White,1,0.301
13067031207,Cobb,Black,1,0.383
13089021710,DeKalb,White,1,0.127
13113140501,Fayette,Unknown or other,1,-0.272
13121001802,Fulton,Hispanic,1,1.365
13121006100,Fulton,Black,1,0.456
13113140309,Fayette,Unknown or other,1,-0.544
13121006900,Fulton,White,1,0.313
13113140408,Fayette,White,1,0.323
13089023101,DeKalb,White,1,0.398
13121011423,Fulton,White,1,-0.144
13089021405,DeKalb,White,1,0.045
13089022700,DeKalb,White,1,-1.83
13089021405,DeKalb,White,1,-0.578
13121009900,Fulton,White,1,-1.079
13067030340,Cobb,White,1,0.506
13121010401,Fulton,White,1,0.212
13121006000,Fulton,White,1,0.086
13121011000,Fulton,White,1,0.188
13063040407,Clayton,White,1,0.771
13089023411,DeKalb,Unknown or other,1,0.807
13151070405,Henry,Unknown or other,1,0.201
13057090402,Cherokee,White,1,0.191
13067031318,Cobb,Hispanic,1,0.446
13151070322,Henry,Black,1,0.474
13063040606,Clayton,Black,1,0.972
13113140409,Fayette,Black,1,0.386
13057091108,Cherokee,White,1,1.265
13135050744,Gwinnett,Hispanic,1,-1.015
13151070407,Henry,Black,1,-0.74
13067030909,Cobb,Unknown or other,1,0.312
13057090907,Cherokee,White,1,-0.358
13057091108,Cherokee,White,1,0.206
13057090402,Cherokee,White,1,1.524
13063040606,Clayton,Black,1,0.901
13113140204,Fayette,Black,1,-0.277
13151070503,Henry,Asian,1,0.302
13063040417,Clayton,Black,1,1.095
13121011301,Fulton,Black,1,1.17
13121010531,Fulton,Unknown or other,1,-0.665
13121010306,Fulton,Unknown or other,1,-0.568
13135050223,Gwinnett,Unknown or other,1,-1.104
13121010306,Fulton,Unknown or other,1,0.654
13067030505,Cobb,White,1,1.177
13121007707,Fulton,White,1,0.276
13121010531,Fulton,Black,1,-1.005
13089022502,DeKalb,Unknown or other,1,-0.253
13057091108,Cherokee,Unknown or other,1,0.693
13135050336,Gwinnett,White,1,0.275
13057091108,Cherokee,Black,1,0.447
13089021906,DeKalb,Black,1,1.029
13089023411,DeKalb,Black,1,0.16
13121010531,Fulton,Black,1,0.025
13097080406,Douglas,Hispanic,1,1.099
13089021405,DeKalb,White,1,0.225
13057090402,Cherokee,White,1,0.253
13121010520,Fulton,Black,1,1.119
13121010526,Fulton,Black,1,0.96
13113140102,Fayette,White,1,-0.376
13151070405,Henry,Unknown or other,1,1.826
13057090402,Cherokee,White,1,-0.23
13089020300,DeKalb,White,1,-0.516
13089023803,DeKalb,White,1,0.394
13121008000,Fulton,White,1,0.263
13113140403,Fayette,White,1,0.413
13097080608,Douglas,Black,1,1.392
13151070411,Henry,Black,1,1.231
13089023801,DeKalb,White,1,0.09
13121009103,Fulton,White,1,-0.075
13063040606,Clayton,Black,1,0.611
13097080204,Douglas,Black,3,
13113140404,Fayette,Unknown or other,1,0.714
13113140409,Fayette,Unknown or other,1,1.086
13121010537,Fulton,Black,1,1.551
13121000100,Fulton,White,1,0.284
13121005000,Fulton,White,1,0.19
13067031306,Cobb,White,1,-0.524
13089021912,DeKalb,White,1,0.445
13121000602,Fulton,White,1,0.243
13113140305,Fayette,White,1,0.029
13113140406,Fayette,Hispanic,1,0.395
13121010526,Fulton,Unknown or other,1,0.068
13097080304,Douglas,White,1,0.873
13151070324,Henry,Black,1,-0.197
13113140502,Fayette,Unknown or other,1,-1.753
13247060317,Rockdale,Black,3,
13067030511,Cobb,White,1,0.36
13121010306,Fulton,Black,1,-0.767
13089023602,DeKalb,White,1,0.636
13097080512,Douglas,Black,1,0.965
13067031318,Cobb,Hispanic,1,-0.408
13113140406,Fayette,Unknown or other,3,
13067031318,Cobb,Black,1,0.575
13067031320,Cobb,Black,1,0.597
13063040606,Clayton,Black,1,1.028
13057091108,Cherokee,Unknown or other,1,0.687
13113140409,Fayette,Black,1,0.074
13063040628,Clayton,Black,1,0.508
13151070117,Henry,Black,1,1.676
13151070214,Henry,Unknown or other,1,0.388
13121011202,Fulton,White,1,0.213
13097080405,Douglas,Black,1,1.273
13121000100,Fulton,White,1,-0.328
13067031506,Cobb,Unknown or other,1,0.538
13135050715,Gwinnett,Asian,1,1.262
13135050725,Gwinnett,Black,1,0.496
13067030326,Cobb,Asian,1,0.273
13247060317,Rockdale,Black,1,1.228
13121010518,Fulton,Black,3,
13067030327,Cobb,Unknown or other,1,-0.602
13151070323,Henry,Black,1,1.378
13117130301,Forsyth,Asian,1,0.659
13135050613,Gwinnett,Hispanic,1,1.082
13067030268,Cobb,White,1,-0.062
13067030906,Cobb,Black,3,
13063040518,Clayton,Black,1,-1.025
13057091101,Cherokee,White,1,-0.201
13067031512,Cobb,Hispanic,1,0.42
13151070216,Henry,Unknown or other,1,0.879
13151070318,Henry,Black,1,1.04
13121010132,Fulton,Unknown or other,1,0.513
13067031316,Cobb,Black,1,0.524
13089023330,DeKalb,Black,3,
13151070508,Henry,Black,3,
13151070214,Henry,Unknown or other,1,0.618
13097080304,Douglas,Unknown or other,1,0.231
13151070117,Henry,Black,1,-0.107
13247060311,Rockdale,Black,1,0.534
13097080406,Douglas,Unknown or other,1,1.253
13135050753,Gwinnett,Unknown or other,3,
13151070318,Henry,Black,1,-0.871
13121008802,Fulton,Asian,1,1.544
13151070212,Henry,Hispanic,1,0.936
13121011435,Fulton,Black,3,
13135050736,Gwinnett,White,1,-0.203
13067030340,Cobb,White,1,0.171
13121010601,Fulton,Hispanic,1,0.131
13247060410,Rockdale,Hispanic,1,-0.063
13121010518,Fulton,Black,3,
13135050582,Gwinnett,Hispanic,1,0.198
13057090805,Cherokee,White,1,-0.019
13121010519,Fulton,Black,1,0.651
13121010536,Fulton,Black,3,
13089021415,DeKalb,White,1,0.528
13067031215,Cobb,Black,1,0.709
13135050326,Gwinnett,Asian,3,
13247060316,Rockdale,Black,1,1.284
13117130414,Forsyth,White,1,0.218
13057091106,Cherokee,White,1,-0.226
13067030349,Cobb,White,1,1.218
13113140207,Fayette,White,1,-0.445
13135050632,Gwinnett,Asian,1,-0.032
13121011901,Fulton,Unknown or other,1,0.574
13063040535,Clayton,Black,1,0.074
13067031004,Cobb,Hispanic,1,-0.255
13063040416,Clayton,Black,1,-0.094
13089023426,DeKalb,Black,1,1.857
13063040628,Clayton,Black,1,1.928
13067030369,Cobb,White,1,-0.081
13063040424,Clayton,Black,1,0.854
13113140409,Fayette,Black,1,2.306
13063040537,Clayton,Unknown or other,1,0.251
13057090505,Cherokee,White,1,0.732
13121007709,Fulton,Black,1,1.36
13135050627,Gwinnett,Unknown or other,1,0.221
13151070114,Henry,Black,1,1.086
13247060409,Rockdale,Black,1,0.31
13121008202,Fulton,Black,1,0.842
13063040606,Clayton,Black,3,
13135050567,Gwinnett,Black,1,0.636
13057090201,Cherokee,White,1,-0.488
13135050760,Gwinnett,Black,1,0.127
13135050633,Gwinnett,Hispanic,1,1.417
13135050331,Gwinnett,Asian,1,0.424
13067030345,Cobb,Black,1,-0.899
13113140403,Fayette,Unknown or other,1,1.474
13113140408,Fayette,Black,1,0.188
13151070506,Henry,Black,3,
13067031117,Cobb,Unknown or other,1,-0.485
13063040427,Clayton,Black,3,
13135050425,Gwinnett,Black,1,0.845
13097080515,Douglas,Black,1,0.724
13057090909,Cherokee,Asian,1,-0.47
13135050612,Gwinnett,Asian,1,-1.018
13151070212,Henry,Black,1,0.012
13067030353,Cobb,Black,1,0.266
13135050441,Gwinnett,Asian,3,
13067030276,Cobb,Black,1,1.367
13151070411,Henry,Black,1,-0.085
13151070115,Henry,Asian,3,
13135050121,Gwinnett,White,1,0.907
13117130202,Forsyth,White,3,
13089023410,DeKalb,Black,1,1.461
13135050321,Gwinnett,Black,1,-0.274
13247060203,Rockdale,Black,1,0.598
13135050737,Gwinnett,Black,1,1.2
13135050725,Gwinnett,Asian,1,-0.196
13067030912,Cobb,White,1,0.716
13089023445,DeKalb,Black,1,1.303
13097080514,Douglas,White,1,-0.639
13135050579,Gwinnett,Unknown or other,1,0.516
13247060409,Rockdale,Black,1,-0.118
13063040626,Clayton,Unknown or other,1,0.379
13113140203,Fayette,White,1,-0.029
13121002500,Fulton,Unknown or other,3,
13057090806,Cherokee,Unknown or other,1,-0.6
13151070214,Henry,Unknown or other,1,4.314
13135050741,Gwinnett,Asian,1,0.348
13057090202,Cherokee,White,1,0.728
13067030407,Cobb,White,1,0.737
13057090102,Cherokee,White,1,0.865
13121001205,Fulton,Unknown or other,1,0.588
13063040527,Clayton,Black,3,
13135050748,Gwinnett,Black,1,-1.538
13067030257,Cobb,White,1,0.352
13135050754,Gwinnett,Black,1,0.792
13135050620,Gwinnett,Unknown or other,1,-0.522
13135050748,Gwinnett,Black,1,0.029
13057091104,Cherokee,Hispanic,1,0.723
13097080201,Douglas,Unknown or other,1,0.435
13089023322,DeKalb,Unknown or other,1,0.801
13135050748,Gwinnett,Black,1,-0.152
13135050619,Gwinnett,Unknown or other,1,-0.006
13135050748,Gwinnett,Unknown or other,1,-1.419
13135050748,Gwinnett,Unknown or other,1,-1.333
13121011424,Fulton,Unknown or other,1,0.066
13067031120,Cobb,Unknown or other,1,0.637
13089023422,DeKalb,Unknown or other,3,
13067031308,Cobb,Unknown or other,1,-0.134
13135050765,Gwinnett,Unknown or other,1,0.07
13057090807,Cherokee,Unknown or other,1,-0.489
13097080607,Douglas,Unknown or other,1,0.301
13057090103,Cherokee,White,1,0.22
13121004900,Fulton,White,1,-0.18
13135050748,Gwinnett,Unknown or other,1,-0.682
13121008801,Fulton,Unknown or other,1,0.209
13057091104,Cherokee,Unknown or other,1,-0.752
13089023114,DeKalb,Unknown or other,1,-0.219
13067031308,Cobb,Unknown or other,1,0.477
13121010106,Fulton,White,1,0.702
13063040609,Clayton,Black,1,1.183
13067031517,Cobb,White,1,0.335
13089023325,DeKalb,Black,1,0.097
13057091007,Cherokee,White,1,0.233
13135050748,Gwinnett,Black,1,0.077
13067031308,Cobb,White,1,0.72
13135050748,Gwinnett,Black,1,-0.828
13067030258,Cobb,Unknown or other,1,-0.068
13067030108,Cobb,Unknown or other,1,0.355
13135050741,Gwinnett,Unknown or other,1,-0.061
13067030405,Cobb,Unknown or other,1,0.234
13135050741,Gwinnett,Black,1,0.697
13067030331,Cobb,Unknown or other,1,-0.405
13067030507,Cobb,Unknown or other,1,0.201
13135050748,Gwinnett,Unknown or other,1,-0.981
13089023505,DeKalb,Hispanic,1,-0.186
13135050571,Gwinnett,Black,1,0.188
13135050569,Gwinnett,Hispanic,1,-0.14
13067030104,Cobb,White,1,0.564
13067030255,Cobb,Unknown or other,1,-0.079
13067030252,Cobb,Unknown or other,1,-0.14
13121008801,Fulton,White,1,-0.712
13135050748,Gwinnett,Black,1,-0.468
13121001301,Fulton,White,1,0.465
13121011437,Fulton,White,1,1.894
13121002500,Fulton,Unknown or other,1,-1.259
13057090201,Cherokee,White,1,-0.515
13113140405,Fayette,Black,3,
13135050336,Gwinnett,Unknown or other,1,-0.207
13135050619,Gwinnett,Black,1,-1.525
13121010309,Fulton,Black,1,-0.16
13067030354,Cobb,White,1,0.26
13121007400,Fulton,Unknown or other,1,1.253
13121008202,Fulton,Black,1,-0.249
13057090907,Cherokee,White,1,-0.006
13135050636,Gwinnett,Unknown or other,1,-0.04
13117130201,Forsyth,White,1,0.325
13117130506,Forsyth,White,1,0.079
13151070313,Henry,Black,1,1.181
13135050111,Gwinnett,Unknown or other,1,-1.169
13135050741,Gwinnett,Unknown or other,1,-2.02
13113140307,Fayette,White,1,-1.066
13121010532,Fulton,Unknown or other,1,0.077
13135050755,Gwinnett,Unknown or other,1,0.74
13057090402,Cherokee,White,1,0.543
13057090704,Cherokee,White,1,-1.184
13063040636,Clayton,Black,1,0.641
13135050628,Gwinnett,Black,1,-1.722
13135050741,Gwinnett,Unknown or other,1,-0.78
13067030261,Cobb,Unknown or other,1,-0.055
13247060403,Rockdale,Black,1,0.64
13135050748,Gwinnett,Unknown or other,1,-1.061
13121011644,Fulton,White,1,0.634
13135050743,Gwinnett,Unknown or other,1,0.475
13135050748,Gwinnett,Asian,1,-1.278
13121009301,Fulton,White,1,0.458
13121010529,Fulton,Black,1,0.904
13097080515,Douglas,Unknown or other,1,1.174
13067031308,Cobb,Unknown or other,1,-0.355
13097080403,Douglas,Unknown or other,1,0.597
13067030246,Cobb,Unknown or other,1,0.257
13117130603,Forsyth,White,1,0.746
13057090906,Cherokee,Unknown or other,1,0.308
13135050748,Gwinnett,Asian,1,-2.133
13135050741,Gwinnett,Unknown or other,1,-1.041
13063040627,Clayton,Unknown or other,1,0.515
13135050588,Gwinnett,Unknown or other,1,-0.671
13057091007,Cherokee,White,1,0.708
13121011514,Fulton,White,1,1.278
13135050741,Gwinnett,Hispanic,1,-1.234
13135050552,Gwinnett,Asian,3,
13121010218,Fulton,White,1,0.333
13121010216,Fulton,White,1,0.255
13121008500,Fulton,Unknown or other,1,0.005
13121008302,Fulton,Black,1,0.235
13121000601,Fulton,Asian,1,-0.221
13117130610,Forsyth,White,1,0.689
13057090807,Cherokee,White,1,1.199
13135050748,Gwinnett,Unknown or other,1,-1.577
13121008801,Fulton,Unknown or other,1,-0.597
13121008801,Fulton,Black,1,0.338
13057090907,Cherokee,Unknown or other,3,
13121008801,Fulton,Unknown or other,1,-0.303
13135050619,Gwinnett,Unknown or other,1,-1.698
13121011432,Fulton,White,1,0.609
13067031507,Cobb,Hispanic,1,0.482
13063040203,Clayton,Unknown or other,1,0.164
13135050433,Gwinnett,Unknown or other,1,-0.225
13089023324,DeKalb,Black,1,0.207
13089023313,DeKalb,Unknown or other,1,1.018
13121004900,Fulton,Unknown or other,1,0.377
13135050748,Gwinnett,Black,1,0.084
13089023801,DeKalb,Black,3,
13057091101,Cherokee,Unknown or other,1,0.028
13067030242,Cobb,Unknown or other,1,-0.134
13135050634,Gwinnett,Asian,3,
13135050763,Gwinnett,Unknown or other,1,0.29
13135050619,Gwinnett,Black,1,-1.241
13121010517,Fulton,Unknown or other,1,0.817
13121008801,Fulton,Asian,1,-0.799
13135050748,Gwinnett,Hispanic,1,0.061
13089021708,DeKalb,White,1,0.248
13135050573,Gwinnett,Black,1,-2.016
13135050748,Gwinnett,Unknown or other,1,-0.032
13135050748,Gwinnett,Black,1,-0.121
13067030245,Cobb,Unknown or other,1,0.334
13121011438,Fulton,Unknown or other,1,0.321
13067030250,Cobb,Black,1,0.089
13057091007,Cherokee,Unknown or other,1,-0.214
13135050225,Gwinnett,Unknown or other,1,-0.371
13067030369,Cobb,White,1,-0.616
13135050741,Gwinnett,Hispanic,1,-0.346
13135050619,Gwinnett,Unknown or other,1,-1.692
13089023328,DeKalb,Black,3,
13135050628,Gwinnett,Black,1,-1.895
13135050619,Gwinnett,Asian,1,-2.069
13057090506,Cherokee,White,1,0.147
13121007810,Fulton,Unknown or other,1,0.256
13067030359,Cobb,White,1,-0.914
13135050619,Gwinnett,Asian,1,-1.161
13135050748,Gwinnett,Asian,1,-2.647
13067031513,Cobb,White,1,1.056
13135050241,Gwinnett,White,1,-0.28
13121011423,Fulton,White,1,0.597
13057091007,Cherokee,Unknown or other,1,-0.152
13135050636,Gwinnett,White,1,1.084
13067031412,Cobb,Hispanic,1,1.02
13067030258,Cobb,White,1,0.354
13117130305,Forsyth,White,1,0.009
13067030324,Cobb,White,1,0.019
13135050616,Gwinnett,Hispanic,1,0.265
13089023313,DeKalb,Black,1,0.461
13067030246,Cobb,Unknown or other,1,1.154
13089023444,DeKalb,White,1,1.075
13067030906,Cobb,Unknown or other,1,0.078
13135050619,Gwinnett,White,1,0.095
13121007200,Fulton,Unknown or other,1,-0.166
13067031413,Cobb,Unknown or other,1,0.724
13135050235,Gwinnett,White,1,1.39
13135050579,Gwinnett,White,1,0.468
13135050582,Gwinnett,White,1,0.027
13067030255,Cobb,White,1,0.618
13057090710,Cherokee,White,1,1.323
