census_tract,county,race_ethnicity,action_taken,rate_spread
13121011901,Fulton,Black,3,
13089022016,DeKalb,Black,1,-0.273
13067030410,Cobb,White,1,-0.569
13121000100,Fulton,White,1,0.216
13089021709,DeKalb,White,1,0.341
13121007711,Fulton,Unknown or other,1,0.083
13135050466,Gwinnett,White,1,0.072
13121010106,Fulton,Hispanic,1,-0.245
13121001702,Fulton,Unknown or other,1,-0.191
13057090303,Cherokee,White,1,-0.301
13121010306,Fulton,Unknown or other,1,0.379
13121010127,Fulton,White,1,0.162
13121010312,Fulton,Black,3,
13117130614,Forsyth,White,3,
13063040631,Clayton,Black,3,
13067030241,Cobb,Hispanic,1,-0.332
13113140501,Fayette,White,3,
13121009501,Fulton,White,3,
13067031119,Cobb,Hispanic,3,
13247060314,Rockdale,Black,1,-0.664
13063040525,Clayton,White,1,0.24
13113140501,Fayette,White,3,
13067030353,Cobb,White,3,
13121011509,Fulton,White,1,-0.449
13063040407,Clayton,Black,1,-0.415
13121001301,Fulton,Hispanic,3,
13135050244,Gwinnett,Asian,1,-0.177
13097080514,Douglas,White,3,
13121010522,Fulton,Black,3,
13089022601,DeKalb,White,1,-0.616
13067030510,Cobb,Black,1,0.256
13089023214,DeKalb,Hispanic,3,
13135050521,Gwinnett,White,3,
13117130611,Forsyth,Unknown or other,1,-0.502
13121011443,Fulton,Black,3,
13067030353,Cobb,White,3,
13097080606,Douglas,Hispanic,1,-0.244
13135050335,Gwinnett,Unknown or other,1,-0.619
13247060406,Rockdale,Asian,3,
13135050738,Gwinnett,Black,3,
13135050529,Gwinnett,Hispanic,3,
13117130504,Forsyth,White,1,0.452
13117130307,Forsyth,Asian,1,0.058
13121010524,Fulton,Black,1,2.618
13151070307,Henry,Black,1,2.332
13097080509,Douglas,Unknown or other,1,3.066
13117130610,Forsyth,Asian,1,1.48
13121010535,Fulton,Black,1,3.194
13135050449,Gwinnett,Unknown or other,1,2.796
13121010127,Fulton,Black,1,1.646
13117130201,Forsyth,White,1,1.063
13057090703,Cherokee,White,1,0.742
13135050234,Gwinnett,Hispanic,1,-0.255
13113140210,Fayette,Unknown or other,3,
13057090402,Cherokee,White,1,-0.624
13089020300,DeKalb,Unknown or other,1,-0.185
13135050116,Gwinnett,Black,1,-0.368
13113140206,Fayette,White,1,0.39
13067030243,Cobb,Asian,1,-0.42
13121009606,Fulton,White,3,
13067030268,Cobb,Unknown or other,3,
13135050572,Gwinnett,White,3,
13121011443,Fulton,Black,1,-0.339
13151070210,Henry,White,1,-0.087
13089023214,DeKalb,Black,3,
13135050443,Gwinnett,White,1,-0.503
13067031318,Cobb,Hispanic,3,
13121009607,Fulton,Unknown or other,3,
13057090101,Cherokee,White,1,0.658
13113140404,Fayette,White,1,-0.227
13067031215,Cobb,Black,1,-0.195
13135050539,Gwinnett,White,1,-0.999
13089023217,DeKalb,Black,1,-0.256
13121009604,Fulton,White,1,-1.071
13121000400,Fulton,Black,1,0.384
13089021502,DeKalb,Black,1,-0.063
13121010307,Fulton,Unknown or other,1,-0.698
13057091001,Cherokee,White,1,0.075
13067030343,Cobb,White,1,-0.871
13089023427,DeKalb,Unknown or other,1,-0.506
13067031325,Cobb,Unknown or other,1,-0.303
13063040609,Clayton,Black,1,-0.076
13097080515,Douglas,Black,1,0.531
13121011434,Fulton,Black,1,0.125
13135050529,Gwinnett,Asian,1,0.12
13089023216,DeKalb,Black,1,-0.101
13135050415,Gwinnett,Black,1,-0.574
13089023324,DeKalb,Black,1,0.288
13135050567,Gwinnett,Black,3,
13067030508,Cobb,Black,1,0.215
13117130505,Forsyth,Unknown or other,1,0.56
13121010222,Fulton,Unknown or other,1,-0.67
13113140409,Fayette,Asian,1,0.587
13121009700,Fulton,Black,3,
13089020200,DeKalb,White,1,-0.287
13057090402,Cherokee,Hispanic,1,0.572
13089023434,DeKalb,Unknown or other,1,-0.901
13089023326,DeKalb,Black,1,-0.635
13089021709,DeKalb,White,1,0.486
13063040521,Clayton,Black,1,0.04
13097080608,Douglas,Black,1,0.171
13063040606,Clayton,Black,1,-0.312
13089022303,DeKalb,White,1,-0.121
13097080602,Douglas,Hispanic,1,-1.059
13089022203,DeKalb,White,1,-0.194
13063040522,Clayton,Hispanic,1,-1.016
13057090912,Cherokee,White,1,0.309
13057091001,Cherokee,White,1,0.181
13121009606,Fulton,White,1,-0.007
13121011637,Fulton,Unknown or other,3,
13121011419,Fulton,Black,3,
13135050550,Gwinnett,Unknown or other,3,
13121011627,Fulton,Hispanic,1,0.141
13121001301,Fulton,Hispanic,3,
13121010522,Fulton,Black,3,
13121011301,Fulton,Asian,1,-0.401
13067030242,Cobb,Asian,1,-0.373
13151070319,Henry,Asian,1,0.427
13121011646,Fulton,White,1,0.139
13067030256,Cobb,White,3,
13089023221,DeKalb,Black,3,
13151070208,Henry,White,3,
13067031511,Cobb,Unknown or other,1,-0.117
13151070410,Henry,Black,3,
13067030242,Cobb,Asian,1,-0.22
13121008909,Fulton,White,1,0.357
13117130204,Forsyth,Asian,3,
13151070115,Henry,Black,3,
13057091001,Cherokee,White,1,-0.312
13135050244,Gwinnett,White,1,0.245
13067030250,Cobb,Unknown or other,1,-0.869
13057090402,Cherokee,Unknown or other,1,-0.402
13135050117,Gwinnett,Unknown or other,1,-0.266
13135050618,Gwinnett,Unknown or other,1,-0.294
13121007709,Fulton,Black,3,
13121001101,Fulton,Unknown or other,1,0.222
13097080406,Douglas,Black,1,-1.712
13089023329,DeKalb,Black,1,-0.469
13113140307,Fayette,Unknown or other,1,0.287
13067030107,Cobb,White,3,
13117130301,Forsyth,Unknown or other,1,-0.438
13089023439,DeKalb,Unknown or other,1,1.1
13089023507,DeKalb,Unknown or other,3,
13117130307,Forsyth,Unknown or other,1,-1.136
13135050571,Gwinnett,Unknown or other,1,0.777
13057090703,Cherokee,White,1,1.417
13121000601,Fulton,Unknown or other,3,
13135050719,Gwinnett,Unknown or other,1,0.855
13089023317,DeKalb,Black,1,-0.339
13121009408,Fulton,Unknown or other,1,0.724
13135050237,Gwinnett,Unknown or other,1,0.284
13121011438,Fulton,Unknown or other,1,-0.418
13067030107,Cobb,Black,3,
13121003900,Fulton,Black,1,-0.717
13151070207,Henry,Black,1,0.382
13151070123,Henry,Black,1,-0.113
13057090911,Cherokee,White,1,0.066
13151070405,Henry,White,3,
13113140206,Fayette,White,1,0.925
13135050234,Gwinnett,Black,1,0.05
13067030275,Cobb,Asian,1,-0.562
13121001101,Fulton,White,1,0.777
13135050536,Gwinnett,Black,1,-0.892
13121010530,Fulton,Black,3,
13067031512,Cobb,White,3,
13089023113,DeKalb,Black,1,-0.917
13135050244,Gwinnett,Hispanic,3,
13135050747,Gwinnett,Black,1,-0.014
13151070506,Henry,Black,3,
13097080304,Douglas,White,1,0.01
13063040425,Clayton,Black,1,-0.387
13097080407,Douglas,Unknown or other,1,-0.063
13121011419,Fulton,Hispanic,1,0.123
13067031209,Cobb,White,1,-0.59
13057091001,Cherokee,White,1,0.171
13135050619,Gwinnett,Black,1,-0.24
13089023507,DeKalb,Hispanic,1,-0.658
13247060104,Rockdale,Black,1,-0.558
13247060411,Rockdale,Hispanic,1,-0.894
13113140204,Fayette,White,1,-1.15
13089021502,DeKalb,White,3,
13121003200,Fulton,White,3,
13067030340,Cobb,White,1,-0.096
13067031120,Cobb,Asian,1,0.312
13057090303,Cherokee,White,1,-1.207
13121010127,Fulton,Black,1,-0.289
13121007001,Fulton,Black,1,-0.103
13117130307,Forsyth,White,1,0.637
13063040614,Clayton,Black,1,0.064
13067030110,Cobb,White,1,0.186
13097080204,Douglas,Hispanic,1,-0.48
13121011661,Fulton,White,1,-0.562
13057091104,Cherokee,White,1,0.356
13067031118,Cobb,White,1,-1.018
13067031511,Cobb,Black,1,-0.287
13089021607,DeKalb,White,1,0.283
13057090808,Cherokee,White,1,0.069
13121006500,Fulton,Black,1,1.169
13089023330,DeKalb,Black,3,
13067030260,Cobb,White,1,0.082
13067030267,Cobb,White,1,-0.001
13121011653,Fulton,Unknown or other,1,-0.052
13135050244,Gwinnett,Hispanic,3,
13121011618,Fulton,Asian,1,-0.514
13121011640,Fulton,White,3,
13067030264,Cobb,White,1,-0.269
13067030250,Cobb,White,1,-0.49
13135050244,Gwinnett,Hispanic,1,-0.025
13063040308,Clayton,Hispanic,1,1.529
13067031212,Cobb,White,1,0.692
13057090603,Cherokee,White,1,0.168
13057091106,Cherokee,Unknown or other,1,0.739
13063040606,Clayton,Black,1,0.153
13057091001,Cherokee,Unknown or other,1,0.16
13067030111,Cobb,White,1,0.904
13067030276,Cobb,Black,1,-0.853
13057090707,Cherokee,Black,3,
13089023327,DeKalb,Black,3,
13113140207,Fayette,White,1,-0.229
13121011426,Fulton,Unknown or other,1,0.478
13089023113,DeKalb,Black,1,-0.737
13121011637,Fulton,Hispanic,1,-0.344
13121010214,Fulton,Unknown or other,1,-0.505
13121011649,Fulton,Unknown or other,1,-1.052
13121008202,Fulton,Black,3,
13135050244,Gwinnett,White,1,-0.299
13089020600,DeKalb,White,1,-0.301
13247060311,Rockdale,Black,1,-0.399
13097080606,Douglas,Black,3,
13089023217,DeKalb,Black,1,-0.533
13063040416,Clayton,Black,3,
13067031511,Cobb,Black,3,
13135050465,Gwinnett,Unknown or other,1,0.858
13121010222,Fulton,Black,1,-1.065
13117130304,Forsyth,Asian,1,-0.661
13057090707,Cherokee,White,3,
13067030337,Cobb,Black,1,0.055
13121010115,Fulton,White,1,-0.47
13057090402,Cherokee,White,1,-0.378
13117130304,Forsyth,Asian,3,
13097080506,Douglas,White,1,-0.063
13121001101,Fulton,White,3,
13117130503,Forsyth,White,1,0.67
13067030909,Cobb,Hispanic,3,
13063040203,Clayton,Black,1,-0.202
13057090912,Cherokee,Asian,1,-0.206
13089020300,DeKalb,Hispanic,1,-0.064
13089021230,DeKalb,White,1,0.999
13135050234,Gwinnett,Hispanic,1,0.042
13121010307,Fulton,Black,3,
13121008907,Fulton,White,1,-0.08
13135050234,Gwinnett,Black,1,-0.355
13113140404,Fayette,Asian,1,-0.451
13067030360,Cobb,White,1,-0.231
13135050583,Gwinnett,Black,3,
13057090805,Cherokee,Black,1,0.206
13121001400,Fulton,Black,3,
13121007301,Fulton,Unknown or other,1,-0.272
13097080514,Douglas,Hispanic,3,
13121011656,Fulton,Black,1,-0.116
13117130302,Forsyth,White,1,-0.222
13067030268,Cobb,Unknown or other,1,-0.602
13117130302,Forsyth,Black,1,-0.4
13135050623,Gwinnett,Unknown or other,1,-0.437
13067030275,Cobb,Black,1,-1.152
13121009501,Fulton,White,1,-0.56
13135050631,Gwinnett,Black,3,
13135050121,Gwinnett,White,1,0.399
13067031506,Cobb,Hispanic,1,-0.779
13067030242,Cobb,Asian,1,-0.243
13151070124,Henry,Hispanic,3,
13097080505,Douglas,Black,3,
13121000100,Fulton,White,1,-0.805
13151070212,Henry,Hispanic,1,0.182
13067030262,Cobb,Asian,1,-0.165
13121009802,Fulton,White,3,
13057091001,Cherokee,White,1,-0.422
13089022601,DeKalb,White,1,-1.014
13067030257,Cobb,Unknown or other,1,0.338
13113140204,Fayette,Black,1,-0.409
13057091006,Cherokee,White,1,-0.637
13057091001,Cherokee,Black,1,-0.483
13063040310,Clayton,Hispanic,3,
13057090906,Cherokee,Unknown or other,3,
13057090606,Cherokee,White,1,-0.607
13057090906,Cherokee,White,3,
13067030911,Cobb,Black,3,
13135050450,Gwinnett,White,1,-0.66
13135050737,Gwinnett,Black,1,0.202
13067031413,Cobb,Unknown or other,1,0.242
13067030347,Cobb,White,1,0.585
13121010107,Fulton,Asian,1,-0.195
13067030263,Cobb,Black,1,0.098
13135050740,Gwinnett,Hispanic,3,
13089020400,DeKalb,White,1,-0.193
13135050582,Gwinnett,Asian,1,-0.046
13121001400,Fulton,White,1,-0.238
13067031116,Cobb,White,1,-0.425
13247060315,Rockdale,Black,1,-0.108
13121010534,Fulton,Hispanic,1,-1.048
13089021910,DeKalb,Hispanic,1,-0.69
13067030220,Cobb,Unknown or other,1,0.266
13121009803,Fulton,White,1,-0.285
13135050528,Gwinnett,Asian,1,0.294
13067030262,Cobb,Black,1,-0.564
13135050617,Gwinnett,White,1,0.619
13063040308,Clayton,Unknown or other,1,-0.612
13121011422,Fulton,White,1,0.497
13135050536,Gwinnett,Black,1,-0.518
13089021703,DeKalb,Unknown or other,1,0.2
13121011437,Fulton,Unknown or other,3,
13057091001,Cherokee,White,1,-0.223
13121009503,Fulton,Black,1,0.13
13121001102,Fulton,White,3,
13097080306,Douglas,Hispanic,3,
13057090303,Cherokee,White,1,-0.101
13247060409,Rockdale,White,1,-0.708
13067030236,Cobb,White,1,-0.794
13067030341,Cobb,Black,1,-0.114
13089021306,DeKalb,Asian,3,
13121010125,Fulton,Hispanic,1,-0.258
13121000100,Fulton,White,1,0.127
13067030363,Cobb,Hispanic,1,-0.033
13121011514,Fulton,White,1,-0.399
13057090303,Cherokee,White,1,-1.073
13135050530,Gwinnett,Unknown or other,3,
13057091106,Cherokee,White,1,-0.377
13135050415,Gwinnett,Asian,3,
13151070210,Henry,Black,1,0.08
13135050587,Gwinnett,Hispanic,1,0.617
13067031212,Cobb,White,1,1.204
13067030241,Cobb,White,1,0.111
13067030275,Cobb,Black,1,-0.53
13121010311,Fulton,Asian,1,0.164
13063040631,Clayton,Black,3,
13057091012,Cherokee,Asian,1,-0.164
13067031220,Cobb,Black,3,
13089021101,DeKalb,Black,1,-0.465
13121007001,Fulton,Black,3,
13089020700,DeKalb,Black,3,
13097080303,Douglas,White,3,
13067030257,Cobb,Unknown or other,3,
13067030347,Cobb,White,3,
13121011100,Fulton,White,1,0.229
13089021816,DeKalb,Black,1,-0.667
13063040426,Clayton,Asian,1,0.1
13135050748,Gwinnett,Asian,1,0.227
13247060403,Rockdale,White,3,
13121010133,Fulton,Black,3,
13135050566,Gwinnett,White,1,0.114
13067030511,Cobb,White,1,-0.676
13067030352,Cobb,Unknown or other,1,0.16
13067030242,Cobb,Asian,1,-1.247
13121010311,Fulton,Black,3,
13089023446,DeKalb,White,3,
13089021505,DeKalb,White,1,0.189
13135050746,Gwinnett,Black,3,
13135050729,Gwinnett,White,1,0.282
13117130101,Forsyth,White,1,-0.433
13057090202,Cherokee,White,1,1.321
13135050746,Gwinnett,Asian,1,-0.874
13135050459,Gwinnett,White,1,0.53
13067030331,Cobb,White,1,-0.047
13121009411,Fulton,Black,1,1.214
13135050555,Gwinnett,Unknown or other,3,
13135050632,Gwinnett,Unknown or other,1,-0.185
13121011507,Fulton,Unknown or other,1,-0.406
13067030107,Cobb,Black,1,0.127
13121009411,Fulton,Asian,3,
13121009802,Fulton,Unknown or other,1,0.062
13089023113,DeKalb,Unknown or other,3,
13121010006,Fulton,Black,3,
13121011441,Fulton,White,3,
13121010136,Fulton,White,3,
13121006601,Fulton,Black,1,0.216
13121011901,Fulton,Black,3,
13067030233,Cobb,White,1,0.494
13121011510,Fulton,White,1,-0.174
13121001400,Fulton,White,1,0.496
13135050763,Gwinnett,Asian,3,
13089023434,DeKalb,Black,1,-0.993
13067031215,Cobb,White,1,0.16
13067030240,Cobb,Unknown or other,1,0.168
13121011661,Fulton,White,1,0.616
13121011653,Fulton,Black,1,-0.596
13067030263,Cobb,White,1,-0.137
13121011424,Fulton,White,1,-0.018
13121010107,Fulton,White,1,-0.457
13113140204,Fayette,White,3,
13089023221,DeKalb,Black,1,0.217
13057090503,Cherokee,Unknown or other,1,-0.362
13067030107,Cobb,White,1,0.097
13067031219,Cobb,White,1,0.398
13089022302,DeKalb,White,1,0.55
13089021221,DeKalb,White,1,-0.132
13121010306,Fulton,Black,3,
13067030341,Cobb,Hispanic,1,-0.259
13089023328,DeKalb,Black,3,
13135050745,Gwinnett,Asian,1,-0.783
13151070208,Henry,Black,1,-0.857
13135050539,Gwinnett,Hispanic,1,-0.22
13089023113,DeKalb,Hispanic,1,0.355
13121011638,Fulton,Hispanic,1,-0.132
13089021502,DeKalb,White,1,0.031
13097080305,Douglas,Unknown or other,1,0.119
13097080406,Douglas,Unknown or other,1,-0.808
13067030110,Cobb,White,1,0.595
13135050219,Gwinnett,White,3,
13135050616,Gwinnett,Black,1,0.68
13057091007,Cherokee,Hispanic,1,0.943
13067030246,Cobb,White,1,-0.06
13057091010,Cherokee,White,1,0.084
13151070214,Henry,Black,1,0.778
13135050522,Gwinnett,White,1,-0.032
13247060315,Rockdale,Hispanic,1,0.789
13121010508,Fulton,Unknown or other,1,0.676
13117130412,Forsyth,White,1,-0.213
13089021415,DeKalb,White,1,0.268
13151070209,Henry,Unknown or other,1,-0.124
13121010534,Fulton,Unknown or other,1,1.037
13135050746,Gwinnett,Unknown or other,1,-0.244
13121006100,Fulton,Unknown or other,1,0.799
13113140501,Fayette,White,1,0.044
13063040522,Clayton,Asian,3,
13063040636,Clayton,Black,1,0.54
13089023505,DeKalb,White,1,-0.63
13135050587,Gwinnett,Black,1,0.392
13089023311,DeKalb,Black,1,0.309
13121001902,Fulton,Hispanic,1,-0.008
13067030252,Cobb,White,1,0.97
13135050336,Gwinnett,Asian,1,0.595
13067031114,Cobb,White,1,-0.06
13121011416,Fulton,White,1,0.174
13067030361,Cobb,White,1,0.349
13135050235,Gwinnett,Unknown or other,3,
13135050549,Gwinnett,Black,1,-0.432
13121011641,Fulton,White,1,-0.624
13135050244,Gwinnett,White,1,-0.347
13121010530,Fulton,Unknown or other,1,0.028
13089023434,DeKalb,White,1,-0.778
13135050466,Gwinnett,White,1,0.14
13135050761,Gwinnett,Hispanic,1,-0.693
13135050565,Gwinnett,White,1,0.541
13089023323,DeKalb,Black,1,0.07
13097080505,Douglas,Black,1,0.411
13121010006,Fulton,White,1,-0.468
13089023101,DeKalb,Black,1,0.497
13089022800,DeKalb,White,1,0.163
13067031306,Cobb,White,1,2.012
13121011648,Fulton,White,1,-0.38
13057090202,Cherokee,White,3,
13089023801,DeKalb,White,1,0.832
13121010137,Fulton,White,1,0.643
13135050752,Gwinnett,White,1,0.212
13121009900,Fulton,White,1,0.28
13121006000,Fulton,Black,1,0.687
13097080406,Douglas,White,1,0.795
13113140210,Fayette,Unknown or other,1,-0.236
13135050619,Gwinnett,Unknown or other,1,1.08
13089021502,DeKalb,Unknown or other,1,0.046
13121010204,Fulton,White,1,-0.9
13117130511,Forsyth,Asian,1,-0.581
13121010204,Fulton,White,1,0.281
13057091010,Cherokee,White,1,0.143
13089022602,DeKalb,White,1,-0.009
13117130409,Forsyth,White,3,
13135050584,Gwinnett,Hispanic,1,-0.136
13121011508,Fulton,Asian,1,0.564
13067030257,Cobb,Black,1,0.269
13063040302,Clayton,White,1,0.135
13121006300,Fulton,White,1,0.372
13067030359,Cobb,Asian,1,0.237
13135050614,Gwinnett,Black,1,0.917
13121010222,Fulton,White,1,0.248
13067030331,Cobb,White,1,0.105
13067030337,Cobb,White,1,-0.388
13097080406,Douglas,White,1,0.16
13067030245,Cobb,White,1,0.127
13063040532,Clayton,Black,1,0.089
13089021221,DeKalb,Unknown or other,1,0.346
13117130305,Forsyth,Asian,1,-0.447
13067031306,Cobb,White,1,0.486
13067030354,Cobb,White,1,1.2
13121008400,Fulton,Black,1,-0.066
13089021709,DeKalb,Unknown or other,1,0.353
13113140409,Fayette,Black,1,1.332
13135050450,Gwinnett,Hispanic,1,0.228
13151070316,Henry,Black,3,
13247060104,Rockdale,Black,1,0.008
13121003000,Fulton,White,1,-0.033
13097080514,Douglas,Unknown or other,1,0.009
13121011439,Fulton,White,1,-1.126
13121005501,Fulton,White,1,-0.071
13135050742,Gwinnett,White,1,-0.745
13089021410,DeKalb,Asian,1,0.386
13113140305,Fayette,White,1,-1.242
13063040606,Clayton,Black,1,0.687
13121011647,Fulton,Hispanic,1,-0.52
13089021410,DeKalb,Asian,3,
13247060408,Rockdale,Black,1,0.414
13247060409,Rockdale,Black,1,0.685
13135050111,Gwinnett,White,1,-0.306
13135050465,Gwinnett,Black,1,1.066
13063040606,Clayton,Black,1,0.114
13121010127,Fulton,White,1,-0.045
13121011634,Fulton,White,1,0.387
13067030363,Cobb,White,1,0.441
13135050583,Gwinnett,White,3,
13067030907,Cobb,White,1,0.265
13089021819,DeKalb,White,1,0.818
13151070310,Henry,Black,1,0.368
13067030252,Cobb,Asian,1,0.165
13067031306,Cobb,White,1,-0.182
13057091101,Cherokee,White,1,0.771
13121001205,Fulton,White,1,1.451
13247060407,Rockdale,Black,1,0.044
13135050237,Gwinnett,Asian,1,1.056
13089021712,DeKalb,White,1,0.377
13089021817,DeKalb,White,1,0.62
13135050311,Gwinnett,White,1,0.278
13121010601,Fulton,White,1,0.301
13135050430,Gwinnett,White,1,0.154
13121001102,Fulton,White,1,-0.54
13089023101,DeKalb,Black,1,0.387
13089022001,DeKalb,White,1,0.432
13121011439,Fulton,White,1,0.005
13097080506,Douglas,Unknown or other,1,0.381
13135050631,Gwinnett,Unknown or other,1,0.695
13121011648,Fulton,White,1,0.049
13089023221,DeKalb,White,1,1.135
13097080506,Douglas,White,1,0.855
13089021906,DeKalb,Unknown or other,1,1.459
13089021910,DeKalb,White,1,0.089
13135050754,Gwinnett,Black,1,0.85
13067031324,Cobb,White,1,0.687
13121011638,Fulton,White,1,0.125
13089022005,DeKalb,White,1,0.261
13121008906,Fulton,White,1,0.777
13089022001,DeKalb,White,1,0.447
13151070412,Henry,White,1,-0.423
13135050458,Gwinnett,Black,1,1.17
13089021808,DeKalb,White,1,-0.232
13121009700,Fulton,Black,1,0.083
13113140304,Fayette,White,1,0.486
13067030255,Cobb,White,1,1.257
13067030348,Cobb,White,1,-0.298
13121005501,Fulton,White,1,0.2
13067031111,Cobb,White,1,0.444
13067030248,Cobb,Unknown or other,1,1.406
13067030405,Cobb,White,1,0.229
13089021913,DeKalb,Black,1,-0.304
13063040537,Clayton,White,1,0.268
13097080607,Douglas,Unknown or other,1,-0.021
13113140408,Fayette,White,1,0.111
13135050440,Gwinnett,Black,1,0.935
13113140405,Fayette,Black,1,-0.375
13089021709,DeKalb,Hispanic,1,-1.223
13067031411,Cobb,Unknown or other,1,0.527
13067030326,Cobb,White,1,-0.219
13089021908,DeKalb,Unknown or other,1,1.097
13057090503,Cherokee,Hispanic,1,0.223
13117130205,Forsyth,Asian,1,0.259
13113140207,Fayette,White,1,0.786
13121007604,Fulton,Black,1,1.658
13057090303,Cherokee,White,1,-0.257
13089022100,DeKalb,Hispanic,1,0.494
13113140305,Fayette,Unknown or other,1,-0.573
13067030262,Cobb,White,1,0.755
13067030511,Cobb,Unknown or other,1,-0.748
13151070209,Henry,Unknown or other,1,-0.152
